1670102620.784849,0
1670102620.890288,18
1670102620.997798,20
1670102621.106212,20
1670102621.210875,19
1670102621.316141,18
1670102621.421827,18
1670102621.527858,16
1670102621.635474,18
1670102621.741110,20
1670102621.845897,20
1670102621.951222,19
1670102622.058684,3
1670102622.164173,4
1670102622.269245,9
1670102622.374056,8
1670102622.479107,8
1670102622.586918,10
1670102622.693277,11
1670102622.800903,12
1670102622.906272,17
1670102623.011126,8
1670102623.116307,11
1670102623.222144,12
1670102623.327400,15
1670102623.431725,13
1670102623.536546,20
1670102623.640689,19
1670102623.745947,17
1670102623.853800,17
1670102623.963121,20
1670102624.070167,20
1670102624.176764,4
1670102624.283834,7
1670102624.391039,7
1670102624.496250,9
1670102624.603230,10
1670102624.708592,11
1670102624.814409,12
1670102624.920213,11
1670102625.025645,13
1670102625.131335,14
1670102625.239456,14
1670102625.345865,15
1670102625.450368,15
1670102625.555800,17
1670102625.661826,17
1670102625.767495,18
1670102625.873049,19
1670102625.980358,18
1670102626.086209,20
1670102626.191118,14
1670102626.296768,12
1670102626.402921,13
1670102626.508456,14
1670102626.613562,15
1670102626.719724,15
1670102626.824563,16
1670102626.931065,15
1670102627.037572,16
1670102627.141981,17
1670102627.247526,17
1670102627.352193,17
1670102627.457278,19
1670102627.563219,18
1670102627.669371,19
1670102627.775862,10
1670102627.881943,12
1670102627.989538,13
1670102628.098375,13
1670102628.206642,14
1670102628.311845,16
1670102628.417750,16
1670102628.522283,16
1670102628.627967,18
1670102628.732987,18
1670102628.839010,19
1670102628.945869,20
1670102629.051131,20
1670102629.156173,20
1670102629.261156,10
1670102629.366131,11
1670102629.472995,12
1670102629.578361,13
1670102629.683980,14
1670102629.790704,14
1670102629.896022,15
1670102630.002992,16
1670102630.109225,17
1670102630.214499,17
1670102630.320933,18
1670102630.427310,20
1670102630.532309,20
1670102630.637232,10
1670102630.742106,12
1670102630.847776,13
1670102630.952850,8
1670102631.058321,20
1670102631.166965,20
1670102631.272740,12
1670102631.377999,6
1670102631.484128,7
1670102631.589882,9
1670102631.696262,20
1670102631.801939,20
1670102631.908489,4
1670102632.013289,4
1670102632.120116,6
1670102632.226062,7
1670102632.333785,9
1670102632.441740,10
1670102632.547417,11
1670102632.653660,12
1670102632.759491,13
1670102632.867342,12
1670102632.973172,14
1670102633.078488,14
1670102633.184405,17
1670102633.290301,17
1670102633.395973,18
1670102633.501174,18
1670102633.607755,18
1670102633.713147,19
1670102633.820712,20
1670102633.926088,20
1670102634.030865,11
1670102634.136826,11
1670102634.244953,11
1670102634.350999,13
1670102634.456589,14
1670102634.562336,15
1670102634.669305,13
1670102634.776269,16
1670102634.883203,17
1670102634.990171,17
1670102635.096226,17
1670102635.201317,18
1670102635.305317,19
1670102635.415765,20
1670102635.522111,14
1670102635.628626,11
1670102635.734883,13
1670102635.839778,13
1670102635.944905,15
1670102636.049782,14
1670102636.157845,16
1670102636.263256,15
1670102636.369303,15
1670102636.476561,17
1670102636.582132,18
1670102636.687358,18
1670102636.794098,19
1670102636.899553,19
1670102637.005185,20
1670102637.112083,16
1670102637.219159,10
1670102637.323998,12
1670102637.429749,13
1670102637.537744,13
1670102637.644430,13
1670102637.749795,15
1670102637.856294,16
1670102637.964768,17
1670102638.072339,18
1670102638.180137,18
1670102638.287156,19
1670102638.393038,14
1670102638.498208,14
1670102638.605415,15
1670102638.711084,16
1670102638.819882,18
1670102638.925885,15
1670102639.032890,17
1670102639.140817,12
1670102639.246320,15
1670102639.351821,14
1670102639.458221,18
1670102639.565334,20
1670102639.671076,4
1670102639.776655,7
1670102639.881464,8
1670102639.990441,9
1670102640.097039,11
1670102640.201477,12
1670102640.306660,12
1670102640.411790,12
1670102640.517650,13
1670102640.623657,14
1670102640.729937,15
1670102640.835665,15
1670102640.944328,16
1670102641.049940,16
1670102641.155644,17
1670102641.261724,18
1670102641.370060,18
1670102641.476647,19
1670102641.582351,19
1670102641.688096,18
1670102641.795473,11
1670102641.902395,12
1670102642.010212,14
1670102642.117467,15
1670102642.222802,15
1670102642.327508,16
1670102642.432841,16
1670102642.538184,17
1670102642.645018,18
1670102642.752213,19
1670102642.859215,18
1670102642.967239,18
1670102643.072653,19
1670102643.179332,17
1670102643.289821,11
1670102643.395549,11
1670102643.501288,12
1670102643.608865,13
1670102643.713491,14
1670102643.819612,15
1670102643.926191,15
1670102644.031958,17
1670102644.137682,18
1670102644.248644,18
1670102644.357883,19
1670102644.464186,19
1670102644.570406,20
1670102644.676706,20
1670102644.781426,11
1670102644.887267,12
1670102644.992928,12
1670102645.099227,12
1670102645.205072,14
1670102645.309668,15
1670102645.414057,15
1670102645.520856,16
1670102645.626385,17
1670102645.732486,17
1670102645.837244,18
1670102645.943038,19
1670102646.048683,17
1670102646.153259,14
1670102646.261128,15
1670102646.368238,15
1670102646.474294,17
1670102646.582768,18
1670102646.691608,20
1670102646.796408,15
1670102646.905341,20
1670102647.010882,8
1670102647.115096,9
1670102647.222193,11
1670102647.327927,15
1670102647.433306,20
1670102647.541050,20
1670102647.646292,6
1670102647.756020,7
1670102647.861982,9
1670102647.967130,10
1670102648.073746,11
1670102648.177794,11
1670102648.283765,12
1670102648.388805,13
1670102648.496116,14
1670102648.602880,15
1670102648.711091,14
1670102648.817922,16
1670102648.924866,18
1670102649.030374,18
1670102649.136289,19
1670102649.241239,19
1670102649.347163,19
1670102649.452782,20
1670102649.557692,12
1670102649.663573,11
1670102649.769441,12
1670102649.875749,12
1670102649.981201,14
1670102650.087941,14
1670102650.197812,15
1670102650.304199,16
1670102650.411617,16
1670102650.517493,17
1670102650.623097,18
1670102650.731138,16
1670102650.836798,19
1670102650.941556,18
1670102651.047333,19
1670102651.153219,12
1670102651.259084,13
1670102651.367036,13
1670102651.472847,15
1670102651.580676,15
1670102651.687968,14
1670102651.795642,15
1670102651.901664,16
1670102652.009397,17
1670102652.115559,18
1670102652.223749,18
1670102652.328293,18
1670102652.432806,10
1670102652.539194,11
1670102652.644485,12
1670102652.751661,13
1670102652.859050,14
1670102652.965408,14
1670102653.071859,15
1670102653.177114,17
1670102653.283153,17
1670102653.387767,18
1670102653.493312,19
1670102653.599798,18
1670102653.705685,20
1670102653.811626,20
1670102653.917399,20
1670102654.023074,11
1670102654.128332,11
1670102654.235854,12
1670102654.342184,13
1670102654.447149,14
1670102654.552548,15
1670102654.660136,14
1670102654.766894,16
1670102654.871664,18
1670102654.977440,18
1670102655.083306,20
1670102655.189434,13
1670102655.297992,15
1670102655.405679,16
1670102655.512412,18
1670102655.619653,18
1670102655.726389,20
1670102655.833388,17
1670102655.939684,12
1670102656.046176,12
1670102656.153560,13
1670102656.262479,11
1670102656.368481,17
1670102656.473461,11
1670102656.580066,13
1670102656.685705,8
1670102656.791648,8
1670102656.896348,9
1670102657.002001,11
1670102657.107673,11
1670102657.212584,12
1670102657.319969,14
1670102657.425278,13
1670102657.529867,16
1670102657.636563,17
1670102657.743409,16
1670102657.848435,18
1670102657.953961,18
1670102658.060119,19
1670102658.165858,19
1670102658.271095,20
1670102658.377401,20
1670102658.484050,11
1670102658.590475,12
1670102658.699738,12
1670102658.805358,13
1670102658.909632,14
1670102659.017680,15
1670102659.122383,14
1670102659.229807,16
1670102659.336503,17
1670102659.444131,17
1670102659.550665,18
1670102659.657338,20
1670102659.763267,20
1670102659.869414,20
1670102659.975426,12
1670102660.081849,11
1670102660.188943,13
1670102660.293934,14
1670102660.399896,13
1670102660.508502,14
1670102660.613514,15
1670102660.724410,16
1670102660.830404,17
1670102660.935100,17
1670102661.040952,17
1670102661.146419,18
1670102661.251973,18
1670102661.358733,19
1670102661.465370,17
1670102661.573010,10
1670102661.680960,13
1670102661.789618,14
1670102661.896792,14
1670102662.002464,15
1670102662.108745,15
1670102662.213965,17
1670102662.318887,17
1670102662.424301,18
1670102662.529816,18
1670102662.634332,18
1670102662.740829,18
1670102662.846111,12
1670102662.952200,9
1670102663.061170,11
1670102663.168761,12
1670102663.276290,16
1670102663.383885,20
1670102663.496760,19
1670102663.603168,16
1670102663.711567,19
1670102663.816839,3
1670102663.922384,5
1670102664.027585,12
1670102664.134507,8
1670102664.240726,9
1670102664.345870,10
1670102664.451303,10
1670102664.556609,12
1670102664.664118,13
1670102664.772729,12
1670102664.880172,14
1670102664.986066,15
1670102665.094350,16
1670102665.199705,17
1670102665.305136,17
1670102665.409562,18
1670102665.515205,18
1670102665.620318,19
1670102665.725711,19
1670102665.831302,19
1670102665.939157,12
1670102666.045935,13
1670102666.150459,14
1670102666.255985,15
1670102666.361127,15
1670102666.467012,16
1670102666.573089,17
1670102666.679272,15
1670102666.787678,17
1670102666.893170,17
1670102666.999402,17
1670102667.105327,19
1670102667.210169,19
1670102667.316235,19
1670102667.425071,11
1670102667.530404,11
1670102667.637246,12
1670102667.743865,12
1670102667.849931,14
1670102667.956661,15
1670102668.064061,15
1670102668.169169,16
1670102668.273926,18
1670102668.380205,18
1670102668.487564,18
1670102668.595048,20
1670102668.699652,20
1670102668.805447,20
1670102668.911324,10
1670102669.016687,11
1670102669.123139,11
1670102669.229063,12
1670102669.333998,14
1670102669.440261,14
1670102669.545703,15
1670102669.650349,16
1670102669.757634,16
1670102669.863729,17
1670102669.972270,18
1670102670.077883,18
1670102670.184002,18
1670102670.288024,12
1670102670.392413,11
1670102670.497916,12
1670102670.605677,14
1670102670.714105,20
1670102670.821141,20
1670102670.925402,20
1670102671.031392,4
1670102671.137913,6
1670102671.244289,9
1670102671.348800,20
1670102671.453561,18
1670102671.560649,19
1670102671.665075,6
1670102671.771949,8
1670102671.879626,10
1670102671.985278,10
1670102672.089332,11
1670102672.196065,12
1670102672.302246,13
1670102672.408169,13
1670102672.514409,14
1670102672.620188,15
1670102672.728301,16
1670102672.834023,16
1670102672.940844,17
1670102673.048175,17
1670102673.154706,19
1670102673.261917,20
1670102673.367208,19
1670102673.472914,20
1670102673.578851,10
1670102673.685837,12
1670102673.791795,12
1670102673.896775,13
1670102674.002899,14
1670102674.107977,14
1670102674.213870,15
1670102674.320542,16
1670102674.427601,17
1670102674.534302,17
1670102674.642328,18
